@id;@type;name;addr:street;addr:housenumber;addr:postcode;addr:city;amenity;cuisine;website;email;phone;contact:phone;contact:email;opening_hours;;;;;;;;;;;
4408735189;node;Rokko Pizza;;;;;restaurant;pizza;;;4312580661;;;Mo-Fr 11:00-23:00; Sa 17:00-23:00;;;;;;;;;;
4409872291;node;;;;;;bar;;;;;;;;;;;;;;;;;;
4410262644;node;Lieblinxplatz;Obere DonaustraÃŸe;69;1020;Wien;cafe;;;;;;;Mo-Th 08:00-16:00;;;;;;;;;;;
4412998364;node;Milons Restaurant;SemperstraÃŸe;47;1180;Wien;restaurant;;;;;;;Mo-Su 11:00-22:00;;;;;;;;;;;
4416237733;node;Cafe Vindobona;Spengergasse;22;1050;Wien;cafe;;;;;;;Mo-Fr 06:00-24:00, Sa,Su,PH 08:00-02:00;;;;;;;;;;;
4418035837;node;Illy;Fendigasse;2;1050;Wien;cafe;ice_cream;;;;;;;;;;;;;;;;;
4424877911;node;Mama Mia;;;;;restaurant;pizza;;;;;;PH,Mo-Su 11:00-23:00;;;;;;;;;;;
4430291820;node;Restaurant Tempel;PraterstraÃŸe;56;1020;Wien;restaurant;;;;4312140179;;;Mo-Fr 11:00-15:00,18:00-23:00;;;;;;;;;;;
4430880560;node;IKI;Am Belvedere;1;1100;Wien;restaurant;asian;https://iki-restaurant.at/;info@iki-restaurant.at;+431 050 100136 00;;;Mo-Fr 11:00-22:30;;;;;;;;;;;
4432467430;node;Som Kitchen;Otto-Bauer-Gasse;25;1060;Wien;restaurant;thai;;;;;;;;;;;;;;;;;
4432477655;node;Pasta Guys;Otto-Bauer-Gasse;27;1060;Wien;restaurant;german;https://www.pastaguys.at/;;;;;Mo-Sa 11:00-21:00;;;;;;;;;;;
4432477656;node;Yummyaki;Otto-Bauer-Gasse;27;1060;Wien;restaurant;asian;http://www.yummyaki.at/;;4315954857;;;Mo-Sa 11:00-20:30;;;;;;;;;;;
4432703041;node;Bowls & Pots by Miss Mae;Webgasse;45;1060;Wien;restaurant;;;;;;;Mo-Fr 11:30-21:00; Sa 11:30-20:00;;;;;;;;;;
4432741477;node;THE BOX;Webgasse;39;1060;Wien;restaurant;;http://power-box.at/;;;;;Mo-Fr 09:00-19:30; PH 09:00-19:30;;;;;;;;;;
4432775088;node;Kendang;Webgasse;27;1060;Wien;restaurant;indonesian;;;;;;Tu-Sa 11:30-15:00,17:00-22:00;;;;;;;;;;;
4433210952;node;CafÃ© Afro;TÃ¼rkenstraÃŸe;3;;;cafe;;;;;;;off;;;;;;;;;;;
4437361509;node;Il Melograno;Blumenstockgasse;5;1010;Wien;restaurant;italian;https://www.ilmelograno.at/;office@ilmelograno.at;4315127784;;;"Mo-Sa 12:00-15:00,18:00-24:00; Dec 24 off; Dec 25 off; PH 12:00-15:00,18:30-24:00";;;;;;;;;;;
4444704337;node;Restaurant Ilija;;;;;restaurant;;https://www.ilija.at/;;;;;;;;;;;;;;;;
4444704341;node;Burggasse 24;Burggasse;24;1070;;cafe;;;;;4,36776E+12;online.bg24@gmail.com;Mo-Su 10:00-22:00;;;;;;;;;;;
4449369247;node;Rollercoaster;Riesenradplatz;6;1020;Wien;restaurant;;https://www.rollercoaster.rest/;office@rollercoasterrestaurant.com;+43 660 2443 823;;;Mo-Th 16:00-22:00; Fr-Su 11:30-22:00;;;;;;;;;;
4450879087;node;Wiener Gasthaus;;;;;restaurant;;;;;;;;;;;;;;;;;;
4458367896;node;Ali OcakbaÅŸi;Operngasse;14;1010;Wien;restaurant;turkish;https://www.alisgrill.at/;;+43 1 581 15 67;;;Mo-Su 11:30-23:00;;;;;;;;;;;
4461966576;node;Coffeeshop Company;;;;;cafe;coffee_shop;http://coffeeshopcompany.com;;;;;"Mo-Fr 06:00-19:00; PH,Sa,Su 06:00-16:00";;;;;;;;;;;
4467413391;node;People On Caffeine;SchlÃ¶sselgasse;21;1080;Wien;cafe;;http://facebook.com/poccafe;;;;;Mo-Fr 08:00-17:00;;;;;;;;;;;
4467430289;node;Balthasar Kaffee Bar;;;1020;Wien;cafe;coffee_shop;https://balthasar.at/;;;+43 664 3816855;;Mo-Fr 07:30-19:00; Sa 09:00-17:00;;;;;;;;;;
4471396553;node;CafÃ© Lemon;LiechtensteinstraÃŸe;94;1090;Wien;restaurant;balkan;austrian;;;;;;"Mo-Fr 11:30-15:00, 17:00-22:30; Sa, Su 15:00-22:30";;;;;;;;;;
4471650105;node;Cafe Restaurant WaldmÃ¼hle;Kaltenleutgebner StraÃŸe;24. Mai;1230;Wien;restaurant;;;;;;;;;;;;;;;;;;
4474066145;node;Gold Fisch;Lerchenfelder StraÃŸe;16;1080;Wien;restaurant;fish;http://www.goldfisch.wien/;;4,36643E+11;;;Tu-Fr 09:30-19:00; Sa 09:30-15:00;;;;;;;;;;
4496694613;node;Trio;;;;;restaurant;kebab;pizza;;;;;;Mo-Su 10:00-22:00;;;;;;;;;;
4506431954;node;Espresso Mobil;;;;;cafe;coffee_shop;https://www.espressomobil.at/;;;;;Mo-Fr 06:00-18:00; Sa 07:00-18:00; Su 08:00-18:00;;;;;;;;;
4520460041;node;Sofie's Bar;BiberstraÃŸe;9;1010;Wien;bar;;;;;;;Tu-Th 17:00 - 01:00; Fr-Sa 20:00 - 04:00;;;;;;;;;;
4524252207;node;Sosaku;Neustiftgasse;24;1070;Wien;restaurant;japanese;http://www.sosaku.at/;;+43 664 8731747;;eat@sosaku.at;"Mo-Sa, PH 18:00-23:00; Su off";;;;;;;;;;;
4532931616;node;Kent Restaurant Brigittenau;JÃ¤gerstraÃŸe;45;1200;Wien;restaurant;turkish;https://kentrestaurant.at/brigittenau/;;+43 1 905 93 93;;;Mo-Su 07:00-24:00;;;;;;;;;;;
4533814323;node;CafÃ© by JÃ¶chlinger;Ocwirkgasse;5;1210;Wien;cafe;;http://cafe.by-joechlinger.at/;;;;;Mo-Sa 07:30-23:00; Su 14:00-22:30;;;;;;;;;;
4537835875;node;Taverna Kreta;Wattgasse;71;1170;Wien;restaurant;greek;;;;;;"Mo-Sa 11:00-24:00; Su,PH 12:00-22:00";;;;;;;;;;;
4546898439;node;Cupcakes Wien;Museumsplatz;1;1070;Wien;cafe;;;;;;hallo@cupcakes-wien.at;Mo 14:00-19:00, Tu-Fr 12:00-19:00, Sa,Su,PH 10:00-19:00;;;;;;;;;;;
4551006234;node;Der Dachboden im 25hours Hotel beim MuseumsQuartier;Lerchenfelder StraÃŸe;01. Mrz;1070;Wien;bar;;https://www.25hours-hotels.com/restaurants-bars/wien/dachboden;dachboden.wien@25hours-hotels.com;;+43 1 52151 842;;Mo-Su 15:00-01:00;;;;;;;;;;;
4551892507;node;Achilleus;KÃ¶llnerhofgasse;3;1010;Wien;restaurant;greek;https://www.achilleus.at/;;+43 (1) 5128328;;;Mo-Sa 11:00-24:00, Su 11:00-23:00;;;;;;;;;;;
4552996865;node;Akrap;KÃ¶nigsklostergasse;7;1060;Wien;cafe;coffee_shop;;;+43 1 3523523;;;Mo-Fr 09:00-17:30; Sa 11:00-18:00;;;;;;;;;;
4553924590;node;Steak Bar;WÃ¤hringer StraÃŸe;74;1090;Wien;restaurant;steak_house;https://steakbar.at/;;+43 1 922 10 52;;;;;;;;;;;;;;
4558270160;node;Kiang;Rotgasse;8;1010;Wien;restaurant;asian;https://kiang.at/;;;;;Mo-Fr 11:30-18:30;;;;;;;;;;;
4558696878;node;Ferhatovic;Steinbauergasse;8;1120;Wien;restaurant;barbecue;;;;;;"Su-Th 10:00-21:00; Fr,Sa 10:00-22:00";;;;;;;;;;;
4561779473;node;Weinorgel;BÃ¤ckerstraÃŸe;2;1010;Wien;bar;;https://www.weinorgel.at/;;+43 1 5131227;;;Mo-Th 16:00-02:00, Fr-Sa 16:00-03:00, Su 16:00-24:00;;;;;;;;;;;
4561848619;node;Shiki;KrugerstraÃŸe;3;1010;Wien;restaurant;japanese;fine_dining;https://www.shiki.at/;;;;;Tu-Th 18:00-24:00; Fr-Sa 12:00-24:00;;;;;;;;;
4561880943;node;Specht;BÃ¤ckerstraÃŸe;12;1010;Wien;restaurant;regional;http://www.specht-restaurant.at/;;+43 1 512 05 11;;;"Mo-We 11:30-00:00; Th-Sa 11:30-03:00, Su,PH 11:30-00:00";;;;;;;;;;;
4563868653;node;aÃ¯da;Gersthofer StraÃŸe;2a;1180;Wien;cafe;coffee_shop;https://aida.at;info@aida.at;+43-1-890 89 88-220;;;Mo-Su 09:00-18:00;;;;;;;;;;;
4564764973;node;Zum Kaiser;;;;;restaurant;austrian;fine_dining;https://www.kaiser.wien/;servus@kaiser.wien;4313431805;;;Mo-Su 11:00-23:00;;;;;;;;;;
4565552061;node;Shouko;Spitalgasse;31;1090;Wien;restaurant;asian;;;;;;Mo-Fr 11:00-22:00; Sa 12:00-22:00;;;;;;;;;;
4567243015;node;Wilheim;Franz-Josefs-Kai;39;1010;Wien;cafe;;;;;;;;;;;;;;;;;;
4569228842;node;Nirvana;RotenturmstraÃŸe;16-18;1010;Wien;restaurant;indian;;info@restaurant-nirvana.at;+43 1 5133075;;;"Mo-Fr 11:30-14:00, 18:00-22:00; Sa 12:00-15:00, 18:00-22:00; Su off";;;;;;;;;;;
4580075563;node;Feivel's;Laudongasse;57;;;bar;;http://www.feivels.at;;;;;Mo-Sa 18:00-02:00;;;;;;;;;;;
4580135868;node;Haltestelle;;;;;restaurant;;;;;;;;;;;;;;;;;;
4583554154;node;Crazy Khinkali;HofmÃ¼hlgasse;19;;;restaurant;georgian;https://www.crazy-khinkali.at/;;+43 676 9039191;;crazykhinkali@gmail.com;Mo off; Tu-Su 12:00-23:00;;;;;;;;;;
4584003378;node;Interspar Restaurant;;;;;restaurant;;;;;;;Mo-Fr 09:00-19:00; Sa 09:00-18:00;;;;;;;;;;
4584003379;node;La Dolce Vita;;;;;restaurant;;;;;;;Mo-Fr 09:00-19:00; Sa 09:00-18:00;;;;;;;;;;
4584003380;node;WOW- Asian Finest Cooking;;;;;restaurant;asian;;;;;;Mo-Fr 09:00-19:00; Sa 09:00-18:00;;;;;;;;;;
4584003400;node;Schmankerl-BrÃ¤u;LandwehrstraÃŸe;6;1110;Wien;restaurant;;https://schmankerlbraeu.at/;;+43 1 890 68 78;;;Mo-Fr 08:00-21:00; Sa 08:00-20:00;;;;;;;;;;
4587561467;node;Cafe zum Ernstl;Kliebergasse;1;1050;Wien;cafe;;;;4315440399;;;"Mo-Fr 08:00-22:00, 09:00-18:00; Su 09:00-21:00";;;;;;;;;;;
4592873390;node;Cafe Little Britain;EngerthstraÃŸe;249;1020;Wien;cafe;;https://www.little-britain.at/;reservierung@little-britain.at;+43 1 9962143;;;"Mo,Tu off; We-Su 09:00-18:00";;;;;;;;;;;
4597780740;node;Rinderwahn;Weihburggasse;3;1010;Wien;restaurant;burger;https://www.rinderwahn.at/;;+43 1 5120996;;restaurant@rinderwahn.at;Mo-Su 12:00-22:30;;;;;;;;;;;
4600634413;node;l'autentico;;;;;restaurant;italian;https://www.lautentico.at/;;+43 1 320 23 17;;;PH,Mo-Su 11:30-23:00;;;;;;;;;;;
4602682592;node;Il Toro;;;;;bar;;;;;;;"Mo-We 11:00-24:00; Th-Fr 11:00+; Sa 18:00+ || Sa-Su ""Auf Anfrage""";;;;;;;;;;;
4604787228;node;Mosquito Mexican Restaurant;MargaretenstraÃŸe;76;1050;Wien;restaurant;mexican;american;https://mosquitorestaurant.com/;;+43 1 9719489;;;Su-Sa 11:00-00:00;;;;;;;;;;
4608115438;node;Franze;Schulgasse;25.02.2003;1180;Wien;cafe;coffee_shop;tea;https://franze.at/;;+ 43 1 9320212;;;Mo-Fr 08:00-18:00; Sa 08:00-14:00;;;;;;;;;
4608592067;node;Burger's Bar;VorgartenstraÃŸe;204;1020;Wien;restaurant;american;burger;mexican;https://burgersbar.at/;office@burgersbar.at;4312392722;;;Mo-Su 11:00-23:00;;;;;;;;;
4608653383;node;Bros. Pizza;Zollergasse;2;1070;Wien;restaurant;pizza;https://www.pizzabros.at;office@pizzabros.at;+43 664 463 7773;;;Mo-Sa 12:00-21:00; Su 14:30-20:00;;;;;;;;;;
4608653384;node;Bao Bar;Zollergasse;2;1070;Wien;restaurant;asian;https://www.baobar.at/;;;;;Mo-Sa 11:30-20:00;;;;;;;;;;;
4609350539;node;Louisiana Blues Pub;Prinz-Eugen-StraÃŸe;4;1040;Wien;cafe;;;;;;;We-Sa 17:00-02:00;;;;;;;;;;;
4611587940;node;Shoyu;SeilerstÃ¤tte;10;1010;Wien;restaurant;japanese;https://www.shoyu.at/;;;;;Tu-Sa 11:30-22:00;;;;;;;;;;;
4626464676;node;Gasthaus Koci;DraschestraÃŸe;81;1230;Wien;restaurant;regional;https://www.koci.wien/;reservierung@koci.wien;4316155626;;;Mo-Su 10:00-23:00;;;;;;;;;;;
4630791640;node;Wirr am Brunnenmarkt;Brunnenmarkt Stand;157;1160;Wien;bar;;http://wirr.at;;+43 1 4023098;;;Mo-Sa 08:00-23:00;;;;;;;;;;;
4635439593;node;Urban's Lounge;Antonie-Alt-Gasse;2/1/10A;1100;Wien;restaurant;;https://www.urbans.info/;office@urbans.wien;+43 1 208 7012;;;Mo-Su 11:30-23:00;;;;;;;;;;;
4645636014;node;Figar;Kirchengasse;18;1070;Wien;cafe;;http://1070.figar.net;;;+43 1 890 9947;reservierung@figar.net;Mo-We 08:00-24:00; Th-Fr 08:00-02:00; Sa 09:00-02:00; Su 09:00-24:00;;;;;;;;
4655761427;node;Restaurant so guad...;Cobenzlgasse;30;1190;Wien;restaurant;regional;http://soguad.at;restaurant@soguad.at;+43 1 3201895;;;Th-Mo 11:30-23:00; PH off;;;;;;;;;;
4674432261;node;Buddy Red;HimmelstraÃŸe;5;1190;Wien;bar;;;office@axelrot.at;+43 664 3203243;;;"Mo-Fr 19:00+; PH,Sa,Su off";;;;;;;;;;;
4675478594;node;Mochi Ramen Bar;;Dez 29;1020;Wien;restaurant;ramen;https://www.mochi-ramen.com/;;+43 1 212 257 545;;;Tu-Sa 11:30-21:30;;;;;;;;;;;
4690203789;node;Grind;NordbergstraÃŸe;12;1090;Wien;bar;;http://www.grind.at;;;;;;;;;;;;;;;;
4690714550;node;Sun;;;;;restaurant;chinese;;;;;;Tu-Su 11:00-15:00,17:30-22:00;;;;;;;;;;;
4691978100;node;Marienbeisl;Mariengasse;17;1170;Wien;restaurant;regional;https://www.marienbeisl.at/;petra@marienbeisl.at;+43 1 485 53 33;;;"Mo-Fr 11:00-23:00; Sa,Su,PH off";;;;;;;;;;;
4692410949;node;Door No. 8;Neubaugasse;8;1070;Wien;restaurant;steak_house;https://door8.at/;contact@door8.at;+43 1 522 0392;;;;;;;;;;;;;;
4702586021;node;Banmi;KaiserstraÃŸe;121;1070;Wien;restaurant;vietnamese;https://banmi.at;;;;;Tu-Su 12:00-15:00,17:00-22:00;;;;;;;;;;;
4710825003;node;Eagle Bar;BlÃ¼melgasse;1;1060;Wien;bar;;https://www.eagle-vienna.com/;;+43 (0)1 587 26 61;;;Mo-Su 21:00-04:00;;;;;;;;;;;
4717077800;node;Cafe Lounge;;;;;cafe;;;;;;;"Mo-Th 07:00-23:00; Fr,Sa 07:00-24:00; PH,Su 10:00-22:00";;;;;;;;;;;
4717077807;node;Ostmond;Reinprechtsdorfer StraÃŸe;57;1050;Wien;restaurant;chinese;;;;+43 01 5895961;yipinju.ostmond@gmail.com;Oct-Aug: Mo-Su 12:00-22:00;;;;;;;;;;;
4726953919;node;Schnauzer & Beagle Brewery;Hasengasse;56;1100;;restaurant;international;https://www.schnauzerbeagle.com/;info@schnauzerbeagle.com;+43 664 9985 3823;;;We-Fr 17:00-23:00; Sa 11:00-17:00;;;;;;;;;;
4730218390;node;Cafe' Tinita;Anton-Sattler-Gasse;115a;1220;Wien;cafe;;;;;;;Tu-Su 10:00-21:00;;;;;;;;;;;
4730218391;node;Kagraner Kistl;Wagramer StraÃŸe;125;1220;Wien;bar;;;;;;;;;;;;;;;;;;
4739517170;node;SLU-Bar;BillrothstraÃŸe;31;1190;Wien;bar;;;;;;;Mo-Sa 18:00-24:00+;;;;;;;;;;;
4751030978;node;Weinbau Gerhard Draginec;Sieveringer StraÃŸe;170;1190;Wien;restaurant;buschenschank;http://www.weinbau-draginec.at/;;;+43 664 388 5965;g.draginec@gmx.net;"Mo-Fr 16:00-23:00; Sa-Su,PH 14:00-23:00";;;;;;;;;;;
4754572221;node;Ganz Wien;Zollergasse;15;1070;Wien;bar;;;;;;;Mo-Th 16:00-24:00; Fr-Su 12:00-02:00;;;;;;;;;;
4757928213;node;Kunst-Cafe im Hundertwasserhaus;;;;;cafe;;;;;;;;;;;;;;;;;;
4771259724;node;NT BÃ¡nh mÃ¬ shop;Lerchenfelder StraÃŸe;139;1070;Wien;restaurant;vietnamese;http://www.ntbanhmi.at/;info@ntbanhmi.at;+43 699 18411779;;;Tu-Sa 11:00-18:00;;;;;;;;;;;
4772687493;node;Minh Khiem;Barawitzkagasse;34;1190;Wien;restaurant;vietnamese;https://www.minhkhiem-wien.at/;;4313685379;;;"Mo-Fr 11:00-15:00,17:00-22:00; Su,PH 11:00-22:00";;;;;;;;;;;
4780939638;node;Le Troquet;Kirchengasse;18;1070;Wien;cafe;french;;;;;;Mo-Sa 11:00-02:30, Su 17:00-01:00, PH 17:00-02:30;;;;;;;;;;;
4780939646;node;Govinda Kulturtreff;Lindengasse;2a;1070;Wien;restaurant;indian;;;;;;Mo-Sa 10:00-17:00;;;;;;;;;;;
4782483029;node;Cantina Osteria Friulana;Bartensteingasse;3;1010;Wien;restaurant;italian;;;;;;Mo-Fr 11:30-21:30;;;;;;;;;;;
4792139821;node;Iko kitchen & bar;WipplingerstraÃŸe;6;1010;Wien;restaurant;asian;;;;;;Mo-Fr 11:00-22:00; Sa 12:00-22:00;;;;;;;;;;
4806064553;node;Umar Fisch;;74-75;1060;Wien;restaurant;seafood;https://umarfisch.at;;4315878561;;;;;;;;;;;;;;
4807769232;node;J. Hornig Kaffeebar;Siebensterngasse;29;1070;Wien;cafe;;;;;+43 1 5222251;kaffeebar@jhornig.at;Mo-Fr 08:00-19:00; Sa 09:00-19:00; Su 10:00-18:00;;;;;;;;;
4813941531;node;Chiki;Siegfriedgasse;19;1210;Wien;restaurant;asian;;;;;;"Mo 17:30-22:30; Tu-Fr 11:30-15:00,17:30-22:30; Sa,Su 11:30-23:30";;;;;;;;;;;
4817739521;node;HoferÂ´s Gasthaus;StromstraÃŸe;19;1200;Wien;restaurant;regional;https://www.hofersgasthaus.com;office@hofersgasthaus.com;+43 676 4729470;;;Mo-Fr 11:00-23:00;;;;;;;;;;;
4820872721;node;Bio-Pizzeria & Ristorante â€žVEROâ€œ;WÃ¤hringer GÃ¼rtel;162;1090;Wien;restaurant;italian_pizza;http://vero.co.at/;;;;;Mo-Sa 16:30-22:00; Su 11:30-22:00;;;;;;;;;;
4823108122;node;Neuzeit;Riesenradplatz;2;1020;Wien;cafe;;;;;;;;;;;;;;;;;;
4823108123;node;Fercos;;;;;restaurant;;;;;;;;;;;;;;;;;;
4823125022;node;KnusperhÃ¤uschen;;;;;cafe;;;;;;;;;;;;;;;;;;
4823125023;node;Zum Kuckuck;;;;;cafe;;;;;;;;;;;;;;;;;;
4834832569;node;Schutzhaus am NeugebÃ¤ude;Simmeringer HauptstraÃŸe;289;1110;Wien;restaurant;;https://www.schutzhaus.net/;;;;;Tu-Su 09:00-22:00;;;;;;;;;;;
4836398848;node;Azul Bar;Postgasse;2;1010;Wien;bar;;https://www.facebook.com/azulbarwien;;+43 676 3571311;;;18:00-04:00;;;;;;;;;;;
4837956799;node;Kalimera;WÃ¤hringer GÃ¼rtel;107;1180;Wien;restaurant;greek;;;;;;;;;;;;;;;;;
4844581610;node;Beladi;;;;;restaurant;syrian;;;;;;;;;;;;;;;;;
4844581611;node;Jamas;;;;;restaurant;greek;;;;;;;;;;;;;;;;;
4845314521;node;s' MÃ¼llerbeisl;;;;;restaurant;;;;;;;Mo-Su 10:00-11:30;;;;;;;;;;;
4847326700;node;Viethouse;Oswaldgasse;11.03.2007;1120;Wien;restaurant;vietnamese;https://www.viethouse.at/;;;+43 699 19203032;viethousevienna@gmail.com;"Mo-Fr 11:00-14:30,16:00-21:30; Su 16:00-21:30; PH 12:00-21:30";;;;;;;;;;;
4847380665;node;George Deli & CafÃ©;Am Belvedere;1;1100;;cafe;austrian;breakfast;coffee_shop;sandwich;https://cafegeorge.at;cafe.george@erstecampus.at;+ 43 50100 17020;;;Mo-Th 07:30-16:30; Fr 07:30-15:00;;;;;;;
4852403788;node;BLOCK HOUSE;Linke Wienzeile;4;1060;Wien;restaurant;steak_house;https://www.block-house.at/;;+43 1 4060281 0;;;"Mo-Th,Su 11:30-22:00; Fr-Sa 11:30-23:00";;;;;;;;;;;
4858599375;node;Dolce Pensiero;Salzgries;9 B;1010;Wien;cafe;cake;italian;ice_cream;https://dolcepensiero.at/;;;;;;;;;;;;;;
4858599399;node;Stresssbar;;;;;bar;;;;;;;Mo-Sa 12:00-00:00;;;;;;;;;;;
4858599403;node;Little Koya;WipplingerstraÃŸe;32;;;restaurant;asian;;;;;;Mo-Fr 11:00-20:00;;;;;;;;;;;
4858600321;node;Qero;BÃ¶rsegasse;Sep 16;1010;Wien;restaurant;peruvian;fish;;office@qero-viena.at;+43 1 532 03 95;;;"Mo-Fr 11:00-24:00; Sa,PH 17:00-24:00; Su off";;;;;;;;;;
4858600328;node;Leo;Zelinkagasse;02. Feb;1010;Wien;restaurant;;;;;;;Tu-Su 17:00-24:00;;;;;;;;;;;
4867004688;node;Al Pacino;;;;;restaurant;pizza;;;;;;PH,Mo-Su 11:00-22:30;;;;;;;;;;;
4867004691;node;China Restaurant Hietzing;Lainzer StraÃŸe;144;1130;Wien;restaurant;chinese;https://www.china-hietzing.at/;;+43 1 804 52 51;;;"Mo 11:30-15:00; Tu-Su 11:30-15:00,17:00-22:30";;;;;;;;;;;
4867931842;node;Admiral Sportsbar;;;;;cafe;;;;;;;;;;;;;;;;;;
4868216234;node;Ã‡orbacÄ±;NeubaugÃ¼rtel;29;1160;Wien;restaurant;turkish;;;;;;;;;;;;;;;;;
4869067057;node;Joseph;;;;;cafe;;;;;;;;;;;;;;;;;;
4873549122;node;Yori Korean Dining;WiesingerstraÃŸe;8;1010;Wien;restaurant;korean;http://www.yori.at/;;+43 57 333 777;;;Mo-Su 11:00-15:00, 18:00-23:00;;;;;;;;;;;
4874643715;node;Kramladen;;39-40;1080;Wien;bar;;https://www.facebook.com/kramladen.wien/;;+43 699 12185177;;;"Mo, Tu 20:00-04:00; We-Sa 20:00-06:00";;;;;;;;;;;
4876451917;node;Jasmina's;;;;;cafe;balkan;;;;;;"Mo-Sa 08:00-21:00; Su 09:00-21:00; Su,PH off";;;;;;;;;;;
4876515849;node;Monte Ofelio Bar;Obere AugartenstraÃŸe;70;1020;Wien;bar;italian;deli;;communication@monteofelio.com;;+43 664 5215573;;"Th,Fr 12:00-22:00; Sa 10:00-22:00";;;;;;;;;;
4881951621;node;Shangri-la;Wiedner HauptstraÃŸe;78;1040;Wien;restaurant;;;;;;;Mo-Fr 11:00-22:00;;;;;;;;;;;
4885760041;node;Tennisplatzkantine Monika;;;;;restaurant;;;;;;;;;;;;;;;;;;
4886028343;node;der Schwabl;SchÃ¶nbrunner StraÃŸe;250;1120;Wien;restaurant;regional;https://schwabl-wirt.at/;;;;;Th-Su 10:00-22:00;;;;;;;;;;;
4888320128;node;Desi Dhaba;EndresstraÃŸe;27;1230;Wien;restaurant;indian;pizza;burger;https://desikg.com;office@desikg.com;+43 1 865 53 59;;;Mo-Su 11:00-22:00;;;;;;;;;
4888976482;node;Eurest Plaza;;;;;restaurant;;;;;;;Mo-Fr 9:00-14:30;;;;;;;;;;;
4892925055;node;Restaurant zur WILDen Schimanszky;;;;;restaurant;;;;;;;Mo-Fr 12:00-14:00,18:00-21:00;;;;;;;;;;;
4892925056;node;Mr. Du Ramen Bar;;;;;restaurant;ramen;https://www.mrduramenbar.at/;;;;;;;;;;;;;;;;
4894814522;node;Die Allee;Hauptallee;124;1020;Wien;restaurant;;;;;+43 1 25209;zumgenuss@dieallee.at;Mo-We 16:00-23:00; Th 14:00-23:00; Fr 14:00-23:59; Sa 12:00-23:59; Su 10:00-22:00;;;;;;;
4895877657;node;XXXL Restaurant XXXLutz;Mariahilfer StraÃŸe;121b;1060;Wien;restaurant;austrian;https://www.xxxlutz.at/c/restaurant-mahue;;+43 501 119 900;;;08:00-22:00; Dec 24 08:00-15:00; Dec 08 off; Dec 25-26 off; Jan 01 off; Jan 06 off;;;;;;
4897223900;node;Galata KonaÄŸi;RaffineriestraÃŸe;65;1220;Wien;restaurant;;;;4,36604E+11;;;"Mo-Th, Su 08:00-00:00; Fr, Sa 08:00-02:00";;;;;;;;;;;
4899593623;node;Birdcage;Stumpergasse;61;1060;;restaurant;austrian;https://www.zumwohl-gastro.com/;;+43 1 5953166;;;;;;;;;;;;;;
4900297277;node;Labstelle;;;;;restaurant;regional;international;;;;+43 1 236 2122;;Mo-Fr 12:00-14:30, 18:00-22:00, Sa 10:00-14:00, 18:00-02:00;;;;;;;;;;
4901603318;node;The Bar;Calafattiplatz;;1020;Wien;bar;;;;;;;;;;;;;;;;;;
4904122801;node;Oasia;;;;;restaurant;asian;;;;;;"Mo-Fr 11:00-15:00,17:30-22:00; Su,PH 17:30-22:00";;;;;;;;;;;
4906680124;node;Billard Lounge;;;;;cafe;;;;;;;Mo-Su 11:00-22:00;;;;;;;;;;;
4909372462;node;Cafe Augenblick;Schottenfeldgasse;92;1070;Wien;cafe;;http://augenblick-1070.at/;;+43 0664 116 23 38;;;Mo-Sa 15:00-01:00, PH 15:00-01:00;;;;;;;;;;;
4921950104;node;D'Lounge;;;;;restaurant;italian;http://www.d-lounge.at/;office@d-lounge.at;+43 13341655;;;Mo-Su 00:00-02:00,11:00-24:00;;;;;;;;;;;
4921950119;node;Starbucks;;;;;cafe;coffee_shop;;;;;;Mo-Th 07:00-21:30; Fr 07:00-23:00; Sa 08:30-23:00; Su 09:00-21:30;;;;;;;;
4924304449;node;WeinstÃ¼berl HorvÃ¡th;Spittelberggasse;3;1070;Wien;restaurant;heuriger;;;;+43 1 9561412;;Mo-Sa 16:00-01:00, Su 16:00-24:00;;;;;;;;;;;
4932958231;node;Florenti;;;;;cafe;ice_cream;;;;;;Mo-Su 08:00-22:00;;;;;;;;;;;
4934363813;node;Wohnzimmer;;;;;cafe;;;;;;;"Tu-Fr 11:00-14:00,17:00-22:30; PH,Sa,Su 11:00-21:00";;;;;;;;;;;
4946782431;node;Schnitzel One;Neuer Markt;8a;1010;Wien;restaurant;regional;;;;;;;;;;;;;;;;;
4947003423;node;Chalet Moeller;;;;;restaurant;;https://www.chalet-moeller.at/;;+43 1 484 21 63;;;;;;;;;;;;;;
4950452270;node;Roberto;Marco-d'Aviano-Gasse;1;1010;Wien;cafe;;https://www.juicefactory.at/;;;;;;;;;;;;;;;;
4956142068;node;Cafe Nostalgie;;;;;cafe;;;;;;;;;;;;;;;;;;
4956300267;node;CafÃ© Scotch;Speckbachergasse;53;1160;Wien;cafe;;;;;;;Mo-Sa 06:00-02:00, Su,PH 08:00-23:00;;;;;;;;;;;
4956978437;node;Kashtan Patisserie;Goldschmiedgasse;5;1010;Wien;cafe;cake;coffee_shop;;;;;;Mo-Su 09:00-21:00;;;;;;;;;;
4958728806;node;Haas & Haas;;;;;restaurant;international;;;;;;"Mo-Sa 08:00-20:00; Su,PH 09:00-18:00";;;;;;;;;;;
4959779021;node;Einhorn;Joanelligasse;7;1060;Wien;bar;;;;+43 1 5863212;;;Mo-Su 16:00-04:00;;;;;;;;;;;
